ESPÉCIE,AUTOR,NOME_VULGAR,LINK,SINONIMIA_BOTANICA,FAMILIA,FORMA_BIOLOGICA,FLORESTA_OMBROFILA_DENSA,FLORESTA_OMBROFILA_ABERTA,FLORESTA_OMBROFILA_MISTA,FLORESTA_ESTACIONAL_SEMIDECIDUAL,FLORESTA_ESTACIONAL_DECIDUAL,SISTEMA_EDAFICO_PRIMEIRA_OCUPACAO,VEGETACAO_INFLUENCIA_MARINHA,VEGETACAO_INFLUENCIA_FLUVIOMARINHA,VEGETACAO_INFLUENCIA_FLUVIAL,CAMPOS_RUPESTRES,SASV,AREAS_ANTROPIZADAS,OBSERVACAO_SOLO,TEXTURA_CASCALHO,TEXTURA_ARENOSO,TEXTURA_MEDIO,TEXTURA_ARGILOSO,FERTILIDADE_ALTA,FERTILIDADE_BAIXA,BEM_DRENADO,MAL_DRENADO,MODERADAMENTE_DRENADO,SUJEITO_ALAGAMENTO,RASO_CASCALHO,RASO_ROCHA,PROFUNDO,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PE,PI,PB,PR,RJ,RN,RO,RR,RS,SE,SC,SP,TO,TOL_SOMBRA,ESTRATEGIA_OCUPACAO,PERSISTENCIA_FOLHAGEM,PERIODO_FLORACAO,PERIODO_FRUTIFICACAO,PERIODO_COLETA_SEMENTE,ANIMAL_ATRAIDO,ATRATIVO,TIPO_INTERACAO,ESTRATEGIA_DISPERSAO,COLETA_PROCESSAMENTO,SEMENTE_P_KG,PESO_FRESCO,CONDICOES_ARMAZENAMENTO,PRAZO_ARMAZENAMENTO,TOL_DESSECACAO,TOL_FRIO,TIPO_DORMENCIA,TRAT_GERMINACAO,PADRONIZACAO,LENTO,RAPIDO,MUITO_RAPIDO,ALTURA_MEDIA,TEMPO_MEDIO_PLANTIO,DESENVOL_MUDA_CAMPO,FBN,USO_ALIMENTACAO,USO_ARTESANATO,USO_AROMATICO,USO_CORT,USO_COND,USO_COSMETICO,USO_FORRAGEM,USO_FIBRAS,USO_LATEX,USO_MADEIRA,USO_MEDICINAL,USO_MELIFERA,USO_OLEO,USO_ORNAMENTAL,USO_RESINA,USO_RAD,USO_TANINO,USO_TINTURA,USO_TOXICO,REFERENCIA,REFERENCIA1,REFERENCIA2,REFERENCIA3,REFERENCIA4,AMEACADO
Symphonia globulifera,L.f.,Ananí; Guanandi,https://ainfo.cnptia.embrapa.br/digital/bitstream/item/231889/1/Especies-Arboreas-Brasileiras-vol-4-Bulandi.pdf,Symphonia utilissima R.E.Schult.; Symphonia microphylla R.E.Schult.,Clusiaceae,Árvore,0,0,0,0,0,0,1,0,0,0,0,0,"Vegeta solos de textura arenosa a argilosa, em terrenos úmidos, de várzea ou alagadiços, periodocamente inundados, com drenagem impedida.",0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,sim,diversidade,Perenifólia,abril -agosto,maio - novembro,novembro - fevereiro,-,-,-,principalmente zoocórica,"Se dá por maceração, para remover o epicarpo e mesocarpo do fruto. Ou utilizar o fruto diretamente para semeadura.",450,"2222,00","Armazenar as sementes dessa espécie por 1 ano, à temperatura de 15°C",12 meses,Não,Não,-,-,ótima,0,0,0,30-40,,sem informação,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GAMAet al., 2003","CARVALHO, 2010","CYSNEIROS, 2015","FERNANDES, 1984","RODAL, 2006",DD
Symplocos glandulosomarginata,Hoehne,"Bracunhá, canela-falsa",https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,,Symplocaceae,"Árvore, arbusto",1,0,1,1,0,0,0,0,0,0,0,1,Ocorre em solos com altos teores de alumínio e baixo pH,-,-,-,-,0,1,1,0,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,-,-,perenifólia,jun-jul,fev.-mar,-,Aves,frutos,dispersão,zoocorica,"Os frutos devem ser colhidos quando começam a ser procurados por aves e quando apresentarem coloração roxo-escuro. Após a colheita, os frutos devem ser colocados em água para que amoleçam e em seguida devem ser macerados em água corrente para que as sementes se desprendam da polpa",19500,-,recalcitrante,curto período,0,1,não apresenta dormência,não é necessário,ruim,1,0,0,15 m,6 meses,ruim,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"CARVALHO, P.E.R. Espécies Arbóreas Brasileiras. Coleção Espécies Arbóreas Brasileiras, vol. 5.  Brasília: Embrapa Informações Tecnológica; Colombo, PR: Embrapa Florestas, 2014. 162p.",,,,,NE
Symplocos uniflora,(Pohl) Benth.,"Maria-mole-do-banhado, sete-sangrias, pau-de-cangalho, cangalha",https://ainfo.cnptia.embrapa.br/digital/bitstream/item/232485/1/Especies-Arboreas-Brasileiras-vol-2-Maria-Mole-do-Banhado.pdf,Symplocos uniflora var. paleacea Miq.; Symplocos catarinensis Mattos; Symplocos klotzschii Brand; Symplocos uruguensis Brand; Symplocos parviflora Benth.; Symplocos padus Klotzsch ex Brand,Symplocaceae,"Árvore, arbusto",1,0,1,0,1,0,0,0,0,0,0,1,"Ocorre em solos com baixo teores de cátions trocáveis, altos teores de alumínio e pH baixo.",-,-,-,-,0,1,0,1,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,-,-,semidecídua,"set-jan. (PR), nov-abr (SP)",dez-mar (PR),-,"aves e mamíferos arborícolas, como o gambá-de-orelha-preta e o esquilo",,dispersão,zoocórica,"Os frutos devem ser coletados quando apresentarem coloração roxa escura. Em seguida, os frutos são colocados por 24 horas para amolecimento da polpa. Após, as sementes podem ser separadas na peneira e logo colocadas para secar em ambiente ventilado.",19500,-,recalcitrante,curto período,0,-,-,não é necessário,ótimo,1,0,0,4-6 m,6 meses,rápido,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"CARVALHO, P. E. R. Espécies arbóreas brasileiras. Coleção Espécies Arbóreas Brasileiras, vol.2. Brasília, DF: Embrapa informações Tecnológica; Colombo, PR: Embrapa Florestas, 2006. 357p","LORENZI, Harri. Árvores Brasileiras: Manual de Identificação e Cultivo de Plantas Arbóreas Nativas do Brasil. Vol. 3 – 2. ed. Nova Odessa, SP. 357p","Romão, G.O.; Cabral, A.; Aranha Filho, J.L.M.; Santos, F.B.D. Symplocaceae in Flora e Funga do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <https://floradobrasil.jbrj.gov.br/FB14921>. Acesso em: 18 jun. 2022",,,NE
Tabebuia aurea,(Silva Manso) Benth. & Hook.f. ex S.Moore,"Caraúba, caraíba, ipê-amarelo-do-cerrado",https://ainfo.cnptia.embrapa.br/digital/bitstream/item/231884/1/Especies-Arboreas-Brasileiras-vol-4-Carauba.pdf,Handroanthus leucophloeus (Mart. ex DC.) Mattos; Tecoma trichocalycina DC.; Bignonia squamellulosa DC.; Tecoma caraiba var. grandiflora Hassl.; Tecoma caraiba var. squamellulosa Bureau & K.Schum.; Bignonia aurea Silva Manso; Couralia caraiba (Mart.) Corr.Méllo ex Stellfeld; Gelseminum caraiba (Mart.) Kuntze; Handroanthus caraiba (Mart.) Mattos; Tabebuia argentea (Bureau & K.Schum.) Britton; Tabebuia caraiba (Mart.) Bureau; Tecoma caraiba Mart.; Tabebuia suberosa Rusby; Tecoma argentea Bureau & K.Schum.; Tecoma leucophlaeos Mart. ex DC.; Tecoma squamellulosa DC.; Tecoma aurea (Silva Manso) DC.; Tecoma leucophloeos Mart. ex DC.,Bignoniaceae,Árvore,1,0,0,0,1,0,0,0,0,0,0,1,"Encontra-se  nas terras de aluvião profundo, possuidoras de bastante umidade e solos facilmente drenados. Essa espécie é considerada indicadora de terra boa para pasto, sendo tolerando à salinidade dos solos e da atmosfera.",-,-,-,1,-,-,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,não,-,decídua,mai-jul,set-out,-,-,-,dispersão,anemocórica,É recomendado a extração das sementes com os frutos ainda fechados e secagem natural até ficarem roxas para impedir a proliferação de fungos,6000-11300,-,ortodoxo,> 4 meses,1,0,não possui dormência,não é necessário,ótimo,0,0,1,20  m,-,-,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,"CARVALHO, P.E.R. Espécies arbóreas brasileiras. Coleção espécies Arbóreas,vol. 4. Brasília, DF: Embrapa informações Tecnológica; Colombo, PR: Embrapa Florestas, 2010, 138p.","Lohmann, L.G. Tabebuia in Flora e Funga do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <https://floradobrasil.jbrj.gov.br/FB114257>. Acesso em: 10 jun. 2022",,,,NE
Tabebuia cassinoides,(Lam.) DC.,Bulandi; anani; guanandi;landi; landirana; bulandi-amarelo; bulandi-de-leite,https://ainfo.cnptia.embrapa.br/digital/bitstream/item/231679/1/Especies-Arboreas-Brasileiras-vol-1-Caixeta.pdf,Bignonia tabebuya Vell.; Bignonia uliginosa Gomes; Spathodea magnolioides Cham.; Tabebuia uliginosa (Gomes) DC.; Bignonia cassinoides Lam.; Bignonia obtusifolia Lam.; Tabebuia magnolioides (Cham.) Miers; Proterpia obtusifolia (Lam.) Raf.; Tecoma uliginosa Mart. ex DC.,Bignoniaceae,Árvore,1,0,0,0,0,1,1,0,1,0,0,0,"Ocorre, naturalmente, em solos de textura arenosa a argilosa, em terrenos úmidos, de varzea ou alagadiços, periodicamente inundados, com drenagem impedida.",0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,sim,diversidade,Perenifólia,ao longo do ano (RJ); Jun-Fev(PA); Set-Nov(PE);,Jan-Jun(PA); Fev-Mar(SE); Mar-Mai(PE),-,-,-,-,Autocórica(barocórica); Zoocórica,"Geralmente a colheita é feita no chão. A extração da semente dá-se por maceração. Entretando, há recomendações de que o fruto seja semeado diretamente sem necessidade de despolpamento.",300,"3333,333333",Apresentam comportamento recalcitrante ao armazenamento. Elas mantêm a longevidade por apenas 60 dias.,-,não,não,sem dormência,não é necessário,regular,0,0,0,-,-,-,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,"(CARVALHO, 2010)",http://reflora.jbrj.gov.br/,,,,EN
Tabebuia roseoalba,(Ridl.) Sandwith,Ipê-branco; Ipê-preto; Ipê-rosa; Ipê-roxo; Itaipoca; Pau-d'arco; Piuxinga; Tadumo; Taipoca,https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Handroanthus odontodiscus var. violascens (Toledo) Mattos; Tabebuia odontodiscus var. violascens Toledo; Tecoma odontodiscus var. paraguaiensis Hassl.; Bignonia roseo-alba Ridl.; Handroanthus roseo-albus (Ridl.) Mattos; Handroanthus piutinga (Pilg.) Mattos; Handroanthus odontodiscus (Bureau & K.Schum.) Mattos; Sparattosperma neurocalyx Bureau & K.Schum.; Tabebuia odontodiscus (Bureau & K.Schum.) Toledo; Tabebuia piutinga (Pilg.) Sandwith; Tabebuia papyrophloios (Bureau & K.Schum.) Melch.; Tecoma schumanni Kraenzl.; Tecoma odontodiscus Bureau & K.Schum.; Tecoma mattogrossensis Kraenzl.; Tecoma papyrophloios Bureau & K.Schum.; Tecoma piutinga Pilg.,Bignoniaceae,Árvore,1,0,0,0,1,0,0,0,0,0,0,0,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,sim,diversidade,Caducifólia,agosto - outubro,janeiro - março,outubro,-,-,-,anemocórica,Os frutos devem ser colhidos diretamente da árvore quando os primeiros iniciarem sua abertura espontânea. Em seguida levá-los ao sol para completarem a abertura e liberação das sementes,71000,"14,08","Câmara a -20°C, em embalagem hermética",24 meses,-,-,não apresenta,não é necessário,regular,0,1,1,,3-4,"3,5 m",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,PEREIRA & AMARAL 2007,MANTOVANNIet al.2003,"FOWLER & MARTINS, 2001.","FELFILIet al., 2000","CARVALHO, 2003",DD
Tabernaemontana catharinensis,A.DC.,"Leiteira, leiteira-dois-irmãos, sapirangui, jasmim-catavento, jasmim-pipoca, jasmim",https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Tabernaemontana affinis Müll.Arg.; Tabernaemontana australis Müll.Arg.; Tabernaemontana acuminata Müll.Arg.; Tabernaemontana salicifolia Hand.-Mazz.; Tabernaemontana hilariana Müll.Arg.; Tabernaemontana hybrida Hand.-Mazz.,Apocynaceae,Árvore,1,0,0,1,0,1,0,0,0,0,0,1,"Bordas da floresta, clareiras e áreas de crescimento secundário em solos húmidos",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,não,recobrimento,semicaducifólia,outubro a novembro,,Abril a Junho,Aves: Cotingas (Oxyruncus cristatus),Frutos,Dispersão,zoocórica,"coletar os frutos de coloração amarela ainda fechados direto da árvore, com podão, quando outros frutos da árvore já tiverem começado a se abrir. Secar os frutos à sombra até se abrirem espontaneamente. Separar as sementes manualmente.",39150,"384,6153846",As sementes tem comportamento recalcitrante ao armazenamento.,> 1 ano,não,sem informação,sem dormência,não há necessidade,boa,0,0,0,-,-,Rápido,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,"LORENZI,2014","NOGUEIRA et al., 2016",,,,LC
Tabernaemontana laeta,Mart.,Jasmim-de-leite,https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Tabernaemontana laeta var. densa Müll.Arg.; Tabernaemontana laeta var. pubiflora Müll.Arg.; Tabernaemontana laeta var. minor Müll.Arg.; Tabernaemontana breviflora Müll.Arg.; Tabernaemontana spixiana Mart. ex Müll.Arg.,Apocynaceae,Arbusto,1,0,0,1,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,-,-,Perenifólia,outubro - Novembro,novembro - maio,mai - junho,,,,zoocórica,"Colher os frutos diretamente da árvore quando iniciarem a abertura espontânea, o que pode ser facilmente observado pela exposição do arilo vermelho-vivo das sementes. Em seguida deixá-los ao sol para completar a abertura; após a retirada das sementes, deixá-las secar a sombra. Não há necessidade de retirar o arilo mucilaginoso que envolve as sementes",13500,"74,07",-,-,-,-,-,-,ótima,0,1,1,-,-,-,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Gaui 2010,,,,,DD
Tachigali rugosa,(Mart. ex Benth.) Zarucchi & Pipoly,Angá-Ferro; ingá-uçu; ingazeira-brava; cangalheiro; carvoeiro; ingá-bravo,https://ainfo.cnptia.embrapa.br/digital/bitstream/item/231905/1/Especies-Arboreas-Brasileiras-vol-5-Anga-Ferro.pdf,Sclerolobium rugosum Mart.,Fabaceae,Árvore,1,0,0,1,0,0,0,0,1,0,0,0,"Ocorre, naturalmente, em solos arenosos, ácidos, com baixa fertilidade e bem drenados. É apta para solos arenosos e argilosos, tolerando terrenos terraplenados.",0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,não,diversidade,semicaducifólia,Julho-Agosto(MG),Maio-Junho,-,-,-,-,anemocórica,"Os frutos devem ser colhidos diretamente da árvore, quando adquirirem coloração amarelo-palha e iniciarem a queda. Após a colheita, os frutos devem ser postos em ambiente ventilado, para posterior extração manual das sementes.",4000,250,as sementes apresentam comportamento ortodoxo ao armazenamento,-,sim,-,Tegumentar,"Remover pequena porção do tegumento na extremidade oposta ao eixo embrionário; Escarificar em ácido sulfúrico concentrado, por 10 min; Imergir em a 80°C por 2 min.",regular,0,0,0,-,-,moderado,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,"(CARVALHO,2014)",http://reflora.jbrj.gov.br/,,,,DD
Talipariti pernambucense,(Arruda) Bovini,Guaxima-do-mangue; algodão-do-brejo; algodão-da-praia,https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Hibiscus pernambucensis Arruda,Malvaceae,Árvore,0,0,0,0,0,1,1,1,0,0,0,0,Adaptada à terrenos muito úmidos e brejosos.,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,não,recobrimento,Perenifólia,Julho-agosto,setembro-outubro,-,-,-,-,-,Colher os frutos diretamente da árvore quandoo iniciarem a queda espontânea. Em seguida levá-los ao sol para secagem e liberação das sementes.,850000,"53,81",a viabilidade em armazenamento é superior  a 3 meses,-,sem informação,sem informação,sem dormência,não há necessidade,boa,0,1,0,-,4 a 5,rápido,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,,,,,,DD
Tapirira guianensis,Aubl.,Camboatá; Cupuba; Pau-pombo; Peito-de-pomba; Marinheiro; Tapiririca,https://ainfo.cnptia.embrapa.br/digital/bitstream/item/232388/1/Especies-Arboreas-Brasileiras-vol-2-Cupiuva.pdf,Tapirira guianensis var. cuneata Engl.; Tapirira guianensis var. elliptica Engl.; Tapirira myriantha Triana & Planch.,Anacardiaceae,Árvore,1,0,0,1,0,0,1,0,0,0,0,0,"Predominantemente arenosos marinhos, sendo adaptada a solos de extrema acidez e de baixa fertilidade química.",0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,não,diversidade,Perenifólia,"Jul (MG, SP) - Dez (MG,SP);Set - Dez(BA); Out -  Nov (SC); Out - Jan (PA); Dez (PR); Dez - Fev (PE).",outubro   - janeiro,Jan - Maio (MG);Jan - Mai (PR); Jan - Mar(SP); Dez - Jan(SC); Mar - Jul (SE); Abri - Jun (PE),-,-,-,zoocórica,"Após a queda dos frutos proceder com o despolpamento manual e lavar em água corrente, dentro de uma peneira. Por fim secá-las à sombra.",20700,48,Não é aconselhável.,-,Não,Não,Física,não é necessário,regular,0,1,1,30-40,4-5,rápido,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,"ALVINOet al., 2005","MAY, 2002","FELFILIet al., 2000","SCHWARTZ, 2007","CARVALHO, 2006",LC
Tapirira obtusa,(Benth.) J.D.Mitch.,Peito-de-pomba; pau-pombo,https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Tapirira marchandii Engl.; Tapirira peckoltiana Engl.; Tapirira pilosa Sprague; Mauria obtusa Benth.,Anacardiaceae,Árvore,1,0,0,1,0,0,0,0,0,0,0,0,"Prefere solos de textura arenosa a argilosa, podendo adaptar a condições de má drenagem.",0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,não,diversidade,Perenifólia,setembro -Novembro,outubro -janeiro,janeiro - março,Insetos: Abelhas/ Aves,Flores / Frutos,Polinização/ Dispersão,zoocórica,Colher os frutos da árvore quando iniciarem a queda espontânea. Em seguida despolpá-lo manualmente e lava-los em água corrente dentro da peneira. Após separação das sementes deixá-las secar a sombra,51000,"26315,79",as sementes são de comportamento ortodoxo ao armazenamento.,-,sim,sem informação,sem dormência,não há necessidade,-,0,0,0,-,-,lento,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,,,,,,LC
Terminalia argentea,Mart. & Zucc.,"Capitão-do-campo, capitão, capitão-do-cerrado",https://ainfo.cnptia.embrapa.br/digital/bitstream/item/231886/1/Especies-Arboreas-Brasileiras-vol-4-Capitao-do-Campo.pdf,Terminalia sericea Cambess.; Terminalia subsericea Eichler; Terminalia biscutella Eichler; Terminalia modesta Eichler,Combretaceae,"Árvore, arbusto",0,0,0,1,0,0,0,0,0,0,0,0,É adaptada a terrenos secos e pedregosos,-,-,-,,-,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,-,-,decídua,abr-set,jul.-set,-,-,-,dispersão,anemocórica,"Os frutos devém ser colhidos diretamente da árvore, quando iniciarem a queda espontânea ou quando estiverem no chão",2096-2800,-,intermediário,> 8 meses,1,0,possivelmente tegumentar,Pode ser feito a escarificação das sementes ou embebição em água em temperatura ambiente por 24 horas,ruim,1,0,0,8-16m,6-8 meses,moderado,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,"CARVALHO, P.E.R. Espécies arbóreas brasileiras. Coleção espécies Arbóreas,vol. 4. Brasília, DF: Embrapa informações Tecnológica; Colombo, PR: Embrapa Florestas, 2010, 128p.","LORENZI, Harri. Árvores Brasileiras: Manual de Identificação e Cultivo de Plantas Arbóreas Nativas do Brasil. Vol. 3 – 2. ed. Nova Odessa, SP. 86p","SANTOS, Marcone Moreira. Caracterização morfológica de frutos, sementes e plântulas, germinação e micropropagação de Terminalia fagifolia e Terminalia argentea (Combretaceae). 2014.","Ribeiro, R.T.M.; Marquet, N.; Loiola, M.I.B. Combretaceae in Flora e Funga do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: <https://floradobrasil.jbrj.gov.br/FB16896>. Acesso em: 10 jun. 2022",,LC
Terminalia australis,Cambess.,"Sarandi-amarelo, amarilho, Sarandi",https://ainfo.cnptia.embrapa.br/digital/bitstream/item/231930/1/Especies-Arboreas-Brasileiras-vol-3-Sarandi.pdf,Myrobalanus australis (Cambess.) Kuntze,Combretaceae,Árvore,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,fevereiro- dezembro,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,DD
Trema micranthum,L.,Grandiúva,https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,,Cannabaceae,Árvore,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,Março-setembro-outrubro-novembro,janeiro- março-junho,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,DD
Trichilia catigua,A.Juss.,Catuguá; catiguá-guaçu; cataguá; angelim-rosa; cedrinho; mangaltô-catinga,https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Trichilia flaviflora C.DC.,Meliaceae,Árvore,0,0,0,1,1,0,0,0,0,0,0,0,"Ocorre, preferencialmente, em solos úmidos de planícies aluviais e início de encostas",0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,,0,1,0,1,1,0,sim,diversidade,Perenifólia,agosto-outubro,novembro-janeiro,-,-,-,-,zoocórica,"Colher os frutos diretamente da árvore quando iniciarem a abertura espontânea , cortando-se os ramos frutíferos e deixando os frutos secarem à sombra para completar a abertura. Não há necessidade de remover o arilo envolvente.",7800,-,-,-,sem informação,sem informação,sem dormência,não há necessidade,irregular,1,0,0,-,-,lento,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,DD
Trichilia clausseni,C.DC.,"catiguá, catiguá-vermelho, cafeeiro-do-mato",https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Trichilia velutina C.DC.; Trichilia lagoensis C.DC.,Meliaceae,Árvore,1,0,1,0,0,0,0,0,1,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,-,-,-,outubro,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,DD
Trichilia elegans,(A.Juss.) T.D.Penn.,Pau-de-ervilha,https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Trichilia tenuiramea C.DC.; Trichilia gardneri C.DC.; Trichilia richardiana A.Juss.,Meliaceae,Árvore,1,0,1,0,1,0,1,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,-,-,-,outubro,abriu- maio-junho-agosto-setembro,-,-,,-,-,,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,DD
Triplaris americana,L.,"Pau-formiga, pau-de-novato, novateiro-de-mato-grosso, formigueiro, novateiro",https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,Triplaris boliviana Rusby; Triplaris pavonii Meisn.; Triplaris schomburgkiana Benth.; Triplaris laxa Blake; Ruprechtia martii Meisn.; Triplaris brasiliana Cham.; Triplaris noli-tangere Wedd.,Polygonaceae,Árvore,1,0,0,1,0,0,0,0,1,0,0,0,Apresenta nítida preferência por solos muito úmidos e até alagadiços.,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,não,recobrimento,Perenifólia,agosto a outubro,novembro a janeiro,Setembro a Novembro,-,-,-,anemocórica,"coletar os frutos de coloração marrom direto da árvore, com podão, quando os frutos da árvore já tiverem começado a cair. Secar os frutos à sombra e esfregá-los em peneira para remoção das asas.",23800,"45,45454545",As sementes tem comportamento ortodoxo ao armazenamento,< 6 meses,sim,sem informação,sem dormência,não há necessidade,boa,0,0,0,-,-,rápido,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,"LORENZI,2014","NOGUEIRA et al., 2016",,,,DD
Vataireopsis araroba,(Aguiar) Ducke,Araroba; amargoso; moina; angelim-amargoso; angelim-araroba; angelim-amarelo; angelim-pedra,https://www.embrapa.br/florestas/publicacoes/especies-arboreas-brasileiras,,Fabaceae,Árvore,1,0,0,0,0,0,0,0,0,0,0,0,"Ocorre, preferencialmente, no interior da mata primária de tabuleiro sobre aclives suaves de terrenos arenosos ou argilosos, porém bem drenados e de média fertilidade.",0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sim,diversidade,Caducifólia,julho-agosto,outubro,-,-,-,-,anemocórica,"Colher os frutos diretamente da árvore quando iniciarem a queda espontânea ou no chão. Estes podem ser semeados diretamente, uma vez que a remoção da verdadeira semente do seu interior é muito trabalhosa.",700,"76,92",-,-,-,-,-,não há necessidade,boa,0,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,,,,,,DD
